Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 73
Density:0.1, Vertices: 200, Time: 0.0093 seconds, MST Weight by matrix: 238
Density:0.2, Vertices: 200, Time: 0.0070 seconds, MST Weight by matrix: 200
Density:0.3, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 200
Density:0.4, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0227 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0151 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0162 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0185 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 50
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 61
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 48
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 35
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 26
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 29
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 29
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 21
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 159
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 91
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 63
Density:0.4, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 55
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 53
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 52
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 144
Density:0.2, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 89
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 77
Density:0.4, Vertices: 70, Time: 0.0015 seconds, MST Weight by matrix: 76
Density:0.5, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 69
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0024 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 169
Density:0.2, Vertices: 90, Time: 0.0021 seconds, MST Weight by matrix: 112
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 93
Density:0.4, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 96
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.6, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 90
Density:0.7, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 158
Density:0.2, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 114
Density:0.3, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 106
Density:0.4, Vertices: 100, Time: 0.0025 seconds, MST Weight by matrix: 100
Density:0.5, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 170
Density:0.2, Vertices: 120, Time: 0.0042 seconds, MST Weight by matrix: 134
Density:0.3, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 123
Density:0.4, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.5, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0055 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 120
Density:0.8, Vertices: 120, Time: 0.0071 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0040 seconds, MST Weight by matrix: 207
Density:0.2, Vertices: 150, Time: 0.0040 seconds, MST Weight by matrix: 153
Density:0.3, Vertices: 150, Time: 0.0081 seconds, MST Weight by matrix: 152
Density:0.4, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 150
Density:0.5, Vertices: 150, Time: 0.0073 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0083 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0096 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0110 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 226
Density:0.2, Vertices: 180, Time: 0.0097 seconds, MST Weight by matrix: 184
Density:0.3, Vertices: 180, Time: 0.0071 seconds, MST Weight by matrix: 181
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0112 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0131 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0130 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0161 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0092 seconds, MST Weight by matrix: 235
Density:0.2, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 203
Density:0.3, Vertices: 200, Time: 0.0090 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0110 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0130 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0152 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0167 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0181 seconds, MST Weight by matrix: 199
